CompA	CompB	Pairs	PredictedScore	Structure	GeneExpr	PMID	Maps	Target	Path	ATC
Dasatinib	lysergol	Dasatinib_lysergol	0.0896	0.0295	0.5156	0	NA	NA	NA	NA
acebutolol	Dasatinib	acebutolol_Dasatinib	0.0895	0.0688	0.4939	0	NA	0	0	NA
Dasatinib	ornidazole	Dasatinib_ornidazole	0.0895	0.0563	0.5009	0	NA	0	0	NA
Famciclovir	ketotifen	Famciclovir_ketotifen	0.0895	0.0521	NA	0	0	0	0	0.4
diflorasone	Erlotinib	diflorasone_Erlotinib	0.0895	0.0652	0.4959	0	NA	0	0	NA
dydrogesterone	Erlotinib	dydrogesterone_Erlotinib	0.0895	0.0559	0.5015	0	0	0	0	NA
bacampicillin	Sunitinib	bacampicillin_Sunitinib	0.0895	0.0622	0.498	0	0	0	0	NA
harman	Sunitinib	harman_Sunitinib	0.0895	0.0559	0.501	0	NA	NA	NA	NA
Erlotinib	iopanoic acid	Erlotinib_iopanoic acid	0.0895	0.0574	0.5003	0	NA	0	0	NA
cinchonine	Sunitinib	cinchonine_Sunitinib	0.0895	0.0709	0.4914	0	NA	NA	NA	NA
(-)-MK-801	Sunitinib	(-)-MK-801_Sunitinib	0.0895	0.0512	0.5036	0	NA	NA	NA	NA
hymecromone	Sunitinib	hymecromone_Sunitinib	0.0894	0.0735	0.4908	0	NA	0	0	NA
pregnenolone	Sunitinib	pregnenolone_Sunitinib	0.0894	0.0733	0.4909	0	NA	0	0	NA
solanine	Sunitinib	solanine_Sunitinib	0.0894	0.0592	0.4988	0	NA	NA	NA	NA
Erlotinib	iohexol	Erlotinib_iohexol	0.0894	0.0733	0.4908	0	NA	0	0	NA
benzylpenicillin	Dasatinib	benzylpenicillin_Dasatinib	0.0894	0.0422	0.5086	0	0	0	0	NA
Erlotinib	metrifonate	Erlotinib_metrifonate	0.0893	0.0612	0.4979	0	NA	0	0	NA
clebopride	Erlotinib	clebopride_Erlotinib	0.0893	0.0711	0.4909	0	NA	NA	NA	NA
Dasatinib	propofol	Dasatinib_propofol	0.0893	0.0395	0.5099	0	0	0	0	NA
diltiazem	Sunitinib	diltiazem_Sunitinib	0.0893	0.0776	0.504	0	0	0	0.1667	NA
Famciclovir	indoprofen	Famciclovir_indoprofen	0.0893	0.0433	NA	0	NA	0	NA	NA
Erlotinib	methylprednisolone	Erlotinib_methylprednisolone	0.0893	0.0607	0.4984	0	0	0	0	NA
Erlotinib	hyoscyamine	Erlotinib_hyoscyamine	0.0893	0.0484	0.5048	0	NA	0	0	NA
Erlotinib	flumequine	Erlotinib_flumequine	0.0892	0.0847	0.4832	0	0	0	0	NA
selegiline	Sunitinib	selegiline_Sunitinib	0.0892	0.0605	0.4985	0	0	0	0	NA
betamethasone	Dasatinib	betamethasone_Dasatinib	0.0892	0.0507	0.5038	0	0	0	0	NA
alclometasone	Sunitinib	alclometasone_Sunitinib	0.0892	0.0549	0.5012	0	NA	0	0	NA
aconitine	Sunitinib	aconitine_Sunitinib	0.0892	0.059	0.4986	0	NA	NA	NA	NA
metampicillin	Sunitinib	metampicillin_Sunitinib	0.0892	0.0711	0.4918	0	NA	0	0	NA
Famciclovir	tomatidine	Famciclovir_tomatidine	0.0892	0.0393	NA	0	NA	NA	NA	NA
Dasatinib	docosahexaenoic acid ethyl ester	Dasatinib_docosahexaenoic acid ethyl ester	0.0892	0.0575	0.4995	0	NA	NA	NA	NA
Famciclovir	nifurtimox	Famciclovir_nifurtimox	0.0892	0.0431	NA	0	NA	0	NA	NA
Famciclovir	pralidoxime	Famciclovir_pralidoxime	0.0892	0.0383	NA	0	NA	0	0	NA
Sunitinib	zidovudine	Sunitinib_zidovudine	0.0892	0.0685	0.4937	0	0	0	0	NA
oxedrine	Sunitinib	oxedrine_Sunitinib	0.0892	0.0512	0.5032	0	NA	0	0	NA
Famciclovir	pepstatin	Famciclovir_pepstatin	0.0892	0.0431	NA	0	NA	0	NA	NA
equilin	Famciclovir	equilin_Famciclovir	0.0891	0.043	NA	0	NA	0	NA	NA
Famciclovir	ricinine	Famciclovir_ricinine	0.0891	0.0391	NA	0	NA	NA	NA	NA
altretamine	Dasatinib	altretamine_Dasatinib	0.0891	0.0311	0.4969	0	NA	0	0	0.6
dimenhydrinate	Sunitinib	dimenhydrinate_Sunitinib	0.0891	0.0561	0.5003	0	NA	0	0	NA
Dasatinib	pinacidil	Dasatinib_pinacidil	0.089	0.0624	0.497	0	0	0	0	NA
Dasatinib	oxedrine	Dasatinib_oxedrine	0.089	0.0439	0.5068	0	NA	0	0	NA
pempidine	Sunitinib	pempidine_Sunitinib	0.089	0.0369	0.511	0	NA	NA	NA	NA
Sunitinib	zalcitabine	Sunitinib_zalcitabine	0.0889	0.0471	0.5053	0	0	0	0	NA
Famciclovir	heptaminol	Famciclovir_heptaminol	0.0889	0.0424	NA	0	NA	0	NA	NA
Erlotinib	lanatoside C	Erlotinib_lanatoside C	0.0888	0.0941	0.4739	0	0	0	0	NA
diflunisal	Famciclovir	diflunisal_Famciclovir	0.0888	0.0382	NA	0	0	0	0	NA
Dasatinib	vidarabine	Dasatinib_vidarabine	0.0888	0.0543	0.5013	0	0	0	0	NA
Erlotinib	securinine	Erlotinib_securinine	0.0888	0.0781	0.4846	0	NA	NA	NA	NA
Erlotinib	proscillaridin	Erlotinib_proscillaridin	0.0888	0.1002	0.4651	0	0	0	0	NA
Erlotinib	mephenesin	Erlotinib_mephenesin	0.0888	0.0661	0.4943	0	0	0	0	NA
canadine	Famciclovir	canadine_Famciclovir	0.0887	0.0383	NA	0	NA	NA	NA	NA
Famciclovir	stachydrine	Famciclovir_stachydrine	0.0887	0.0383	NA	0	NA	NA	NA	NA
Sunitinib	troleandomycin	Sunitinib_troleandomycin	0.0887	0.0526	0.5021	0	0	0	0	NA
cinchonine	Erlotinib	cinchonine_Erlotinib	0.0887	0.075	0.4867	0	NA	NA	NA	NA
berberine	Sunitinib	berberine_Sunitinib	0.0886	0.0212	0.5189	0	NA	NA	NA	NA
Erlotinib	lysergol	Erlotinib_lysergol	0.0886	0.0396	0.5091	0	NA	NA	NA	NA
dobutamine	Sunitinib	dobutamine_Sunitinib	0.0886	0.0477	0.5046	0	0	0	0	NA
Dasatinib	etidronic acid	Dasatinib_etidronic acid	0.0885	0.0438	0.5067	0	0	0	0	NA
estropipate	Sunitinib	estropipate_Sunitinib	0.0885	0.0759	0.4872	0	NA	0	0	NA
2,6-dimethylpiperidine	Famciclovir	2,6-dimethylpiperidine_Famciclovir	0.0884	0.0377	NA	0	NA	NA	NA	NA
Dasatinib	strophanthidin	Dasatinib_strophanthidin	0.0884	0.0736	0.4872	0	NA	NA	NA	NA
Dasatinib	tridihexethyl	Dasatinib_tridihexethyl	0.0884	0.0655	0.4937	0	NA	0	0	NA
Dasatinib	estradiol	Dasatinib_estradiol	0.0884	0.0964	0.4681	0	0	0	0	NA
Dasatinib	spiradoline	Dasatinib_spiradoline	0.0883	0.0433	0.5067	0	0	0	0	NA
Erlotinib	pivmecillinam	Erlotinib_pivmecillinam	0.0883	0.0768	0.4865	0	0	0	0	NA
Dasatinib	N6-methyladenosine	Dasatinib_N6-methyladenosine	0.0883	0.0316	0.5131	0	NA	NA	NA	NA
Erlotinib	isocarboxazid	Erlotinib_isocarboxazid	0.0882	0.0698	0.491	0	0	0	0	NA
Famciclovir	U0125	Famciclovir_U0125	0.0882	0.0373	NA	0	NA	NA	NA	NA
Dasatinib	picrotoxinin	Dasatinib_picrotoxinin	0.0882	0.0222	0.518	0	NA	NA	NA	NA
ambroxol	Erlotinib	ambroxol_Erlotinib	0.0882	0.0637	0.4948	0	0	0	0	NA
Dasatinib	ioversol	Dasatinib_ioversol	0.0882	0.0584	0.4976	0	NA	0	0	NA
mephenesin	Sunitinib	mephenesin_Sunitinib	0.0882	0.062	0.4958	0	0	0	0	NA
Dasatinib	theophylline	Dasatinib_theophylline	0.0882	0.0688	0.4912	0	NA	0	0	NA
amiloride	Erlotinib	amiloride_Erlotinib	0.0882	0.0423	0.5066	0	NA	0	0	NA
11-deoxy-16,16-dimethylprostaglandin E2	Sunitinib	11-deoxy-16,16-dimethylprostaglandin E2_Sunitinib	0.0882	0.0477	0.4971	NA	NA	NA	NA	NA
altizide	Erlotinib	altizide_Erlotinib	0.0882	0.0514	0.5016	0	NA	0	0	NA
Erlotinib	probucol	Erlotinib_probucol	0.0881	0.0615	0.496	0	0	0	0	NA
sodium phenylbutyrate	Sunitinib	sodium phenylbutyrate_Sunitinib	0.0881	0.0201	0.5181	0	NA	0	0	NA
Dasatinib	sulfacetamide	Dasatinib_sulfacetamide	0.0881	0.0617	0.4959	0	0	0	0	NA
Famciclovir	metanephrine	Famciclovir_metanephrine	0.0881	0.037	NA	0	NA	NA	NA	NA
Erlotinib	valproic acid	Erlotinib_valproic acid	0.0881	0.0181	0.5256	0	0	0	0.0833	NA
doxylamine	Sunitinib	doxylamine_Sunitinib	0.088	0.0586	0.4976	0	0	0	0	NA
Erlotinib	sulfacetamide	Erlotinib_sulfacetamide	0.088	0.0665	0.4927	0	0	0	0	NA
Erlotinib	strophanthidin	Erlotinib_strophanthidin	0.088	0.0784	0.4823	0	NA	NA	NA	NA
azaperone	Sunitinib	azaperone_Sunitinib	0.088	0.051	0.5019	0	0	0	0	NA
Dasatinib	isradipine	Dasatinib_isradipine	0.088	0.0586	0.5087	0	0	0	0.125	NA
riluzole	Sunitinib	riluzole_Sunitinib	0.0879	0.0536	0.5	0	NA	NA	NA	NA
artemisinin	Sunitinib	artemisinin_Sunitinib	0.0879	0.0421	0.5064	0	NA	0	0	NA
Famciclovir	fluvoxamine	Famciclovir_fluvoxamine	0.0879	0.0361	NA	0	0	0	0	NA
Dasatinib	levobunolol	Dasatinib_levobunolol	0.0879	0.0563	0.4987	0	0	0	0	NA
Dasatinib	etomidate	Dasatinib_etomidate	0.0879	0.0588	0.4972	0	0	0	0	NA
gemfibrozil	Sunitinib	gemfibrozil_Sunitinib	0.0879	0.0649	0.4935	0	0	0	0	NA
Dasatinib	gemfibrozil	Dasatinib_gemfibrozil	0.0879	0.0575	0.498	0	0	0	0	NA
Dasatinib	harpagoside	Dasatinib_harpagoside	0.0879	0.0601	0.4958	0	NA	NA	NA	NA
Erlotinib	harpagoside	Erlotinib_harpagoside	0.0879	0.0599	0.4959	0	NA	NA	NA	NA
naringin	Sunitinib	naringin_Sunitinib	0.0879	0.0501	0.5021	0	NA	NA	NA	NA
isocorydine	Sunitinib	isocorydine_Sunitinib	0.0878	0.052	0.5009	0	NA	NA	NA	NA
benzthiazide	Sunitinib	benzthiazide_Sunitinib	0.0878	0.0715	0.489	0	0	0	0	NA
Famciclovir	perhexiline	Famciclovir_perhexiline	0.0878	0.0352	NA	0	NA	0	0	NA
Erlotinib	lycorine	Erlotinib_lycorine	0.0878	0.0917	0.4468	0	NA	NA	NA	NA
altretamine	Sunitinib	altretamine_Sunitinib	0.0878	0.0327	0.492	0	NA	0	0	0.6
sulfaguanidine	Sunitinib	sulfaguanidine_Sunitinib	0.0878	0.0597	0.4964	0	0	0	0	NA
bethanechol	Sunitinib	bethanechol_Sunitinib	0.0877	0.0669	0.4918	0	0	0	0	NA
Erlotinib	phenelzine	Erlotinib_phenelzine	0.0877	0.0525	0.5006	0	0	0	0	NA
Famciclovir	tyloxapol	Famciclovir_tyloxapol	0.0876	0.0399	NA	0	NA	0	NA	NA
Famciclovir	paracetamol	Famciclovir_paracetamol	0.0876	0.0405	NA	0	0	0	NA	NA
lomefloxacin	Sunitinib	lomefloxacin_Sunitinib	0.0876	0.0536	0.4995	0	NA	0	0	NA
Sunitinib	trihexyphenidyl	Sunitinib_trihexyphenidyl	0.0876	0.0617	0.4949	0	0	0	0	NA
Erlotinib	mecamylamine	Erlotinib_mecamylamine	0.0876	0.0722	0.4876	0	NA	0	0	NA
etidronic acid	Sunitinib	etidronic acid_Sunitinib	0.0875	0.0494	0.5022	0	0	0	0	NA
Famciclovir	phenindione	Famciclovir_phenindione	0.0875	0.0346	NA	0	NA	0	0	NA
Dasatinib	pilocarpine	Dasatinib_pilocarpine	0.0875	0.0739	0.4866	0	0	0	0	NA
gramine	Sunitinib	gramine_Sunitinib	0.0875	0.0612	0.4945	0	NA	NA	NA	NA
Famciclovir	oxedrine	Famciclovir_oxedrine	0.0875	0.0459	NA	0	NA	0	0	0.4
Erlotinib	Prestwick-1083	Erlotinib_Prestwick-1083	0.0875	0.0452	0.4977	NA	NA	NA	NA	NA
Erlotinib	ticarcillin	Erlotinib_ticarcillin	0.0875	0.0585	0.4967	0	0	0	0	NA
Erlotinib	isoflupredone	Erlotinib_isoflupredone	0.0874	0.0781	0.4828	0	NA	0	0	NA
Dasatinib	ricinine	Dasatinib_ricinine	0.0874	0.0439	0.5052	0	NA	NA	NA	NA
Erlotinib	gemfibrozil	Erlotinib_gemfibrozil	0.0874	0.0553	0.4985	0	0	0	0	NA
atractyloside	Dasatinib	atractyloside_Dasatinib	0.0874	0.0716	0.4864	0	NA	NA	NA	NA
dacarbazine	Famciclovir	dacarbazine_Famciclovir	0.0874	0.0401	NA	0	0	0	NA	NA
clebopride	Dasatinib	clebopride_Dasatinib	0.0874	0.0573	0.4968	0	NA	NA	NA	NA
iocetamic acid	Sunitinib	iocetamic acid_Sunitinib	0.0874	0.0639	0.4927	0	NA	0	0	NA
etamivan	Famciclovir	etamivan_Famciclovir	0.0873	0.0393	NA	0	NA	0	NA	NA
Dasatinib	decamethonium bromide	Dasatinib_decamethonium bromide	0.0873	0.0699	0.4876	0	NA	NA	NA	NA
Dasatinib	selegiline	Dasatinib_selegiline	0.0873	0.0537	0.4993	0	0	0	0	NA
Dasatinib	indoprofen	Dasatinib_indoprofen	0.0873	0.0737	0.4858	0	NA	0	0	NA
Dasatinib	nilutamide	Dasatinib_nilutamide	0.0872	0.0999	0.494	0	0	0	0.1667	0.2
Erlotinib	neostigmine bromide	Erlotinib_neostigmine bromide	0.0872	0.0542	0.4989	0	0	0	0	NA
dropropizine	Famciclovir	dropropizine_Famciclovir	0.0872	0.039	NA	0	NA	0	NA	NA
Erlotinib	tinidazole	Erlotinib_tinidazole	0.0872	0.0437	0.5045	0	NA	0	0	NA
5286656	Erlotinib	5286656_Erlotinib	0.0872	0.0477	0.4953	NA	NA	NA	NA	NA
ouabain	Sunitinib	ouabain_Sunitinib	0.0871	0.0416	0.506	0	0	0	0	NA
etodolac	Sunitinib	etodolac_Sunitinib	0.0871	0.1113	0.4919	0	0	0	0.25	NA
Dasatinib	metolazone	Dasatinib_metolazone	0.0871	0.0664	0.4909	0	0	0	0	NA
Dasatinib	moroxydine	Dasatinib_moroxydine	0.0871	0.0495	0.5014	0	NA	NA	NA	NA
Dasatinib	norethisterone	Dasatinib_norethisterone	0.0871	0.0601	0.495	0	0	0	0	NA
Erlotinib	nifurtimox	Erlotinib_nifurtimox	0.0871	0.067	0.4901	0	NA	0	0	NA
Erlotinib	hydrochlorothiazide	Erlotinib_hydrochlorothiazide	0.0871	0.0549	0.4982	0	0	0	0	NA
Erlotinib	triamcinolone	Erlotinib_triamcinolone	0.087	0.071	0.4874	0	0	0	0	NA
etanidazole	Sunitinib	etanidazole_Sunitinib	0.087	0.0525	0.4992	0	NA	0	0	NA
alpha-ergocryptine	Famciclovir	alpha-ergocryptine_Famciclovir	0.087	0.0347	NA	0	NA	NA	NA	NA
Famciclovir	harmalol	Famciclovir_harmalol	0.087	0.0347	NA	0	NA	NA	NA	NA
Erlotinib	propylthiouracil	Erlotinib_propylthiouracil	0.087	0.0501	0.5006	0	NA	0	0	NA
cyclic adenosine monophosphate	Erlotinib	cyclic adenosine monophosphate_Erlotinib	0.087	0.0803	0.477	0	NA	NA	NA	NA
pentetic acid	Sunitinib	pentetic acid_Sunitinib	0.087	0.0529	0.499	0	NA	0	0	NA
chloropyrazine	Sunitinib	chloropyrazine_Sunitinib	0.087	0.0605	0.4939	0	NA	NA	NA	NA
Famciclovir	pentolonium	Famciclovir_pentolonium	0.0869	0.0346	NA	0	NA	NA	NA	NA
Dasatinib	sisomicin	Dasatinib_sisomicin	0.0869	0.0479	0.5021	0	0	0	0	NA
8-azaguanine	Famciclovir	8-azaguanine_Famciclovir	0.0869	0.0344	NA	0	NA	NA	NA	NA
ciclacillin	Sunitinib	ciclacillin_Sunitinib	0.0868	0.0577	0.496	0	0	0	0	NA
benzydamine	Sunitinib	benzydamine_Sunitinib	0.0868	0.0425	0.5047	0	NA	0	0	NA
Dasatinib	paracetamol	Dasatinib_paracetamol	0.0868	0.0619	0.4933	0	0	0	0	NA
ricinine	Sunitinib	ricinine_Sunitinib	0.0868	0.0489	0.5013	0	NA	NA	NA	NA
aconitine	Erlotinib	aconitine_Erlotinib	0.0868	0.0541	0.498	0	NA	NA	NA	NA
decamethonium bromide	Erlotinib	decamethonium bromide_Erlotinib	0.0868	0.0614	0.4929	0	NA	NA	NA	NA
Dasatinib	iocetamic acid	Dasatinib_iocetamic acid	0.0868	0.0657	0.4904	0	NA	0	0	NA
benzydamine	Famciclovir	benzydamine_Famciclovir	0.0868	0.0328	NA	0	NA	0	0	NA
Sunitinib	vancomycin	Sunitinib_vancomycin	0.0868	0.0523	0.4989	0	NA	0	0	NA
equilin	Erlotinib	equilin_Erlotinib	0.0868	0.037	0.5077	0	NA	0	0	NA
Famciclovir	monensin	Famciclovir_monensin	0.0867	0.0341	NA	0	NA	NA	NA	NA
Dasatinib	phenelzine	Dasatinib_phenelzine	0.0867	0.0282	0.5127	0	0	0	0	NA
Dasatinib	vancomycin	Dasatinib_vancomycin	0.0867	0.0505	0.4999	0	NA	0	0	NA
Erlotinib	spiradoline	Erlotinib_spiradoline	0.0867	0.0596	0.4945	0	0	0	0	NA
estropipate	Famciclovir	estropipate_Famciclovir	0.0867	0.0379	NA	0	NA	0	NA	NA
bupivacaine	Famciclovir	bupivacaine_Famciclovir	0.0866	0.0339	NA	0	NA	NA	NA	NA
altizide	Sunitinib	altizide_Sunitinib	0.0866	0.0429	0.5042	0	NA	0	0	NA
dobutamine	Erlotinib	dobutamine_Erlotinib	0.0866	0.0549	0.4974	0	0	0	0	NA
desoxycortone	Sunitinib	desoxycortone_Sunitinib	0.0866	0.0507	0.4999	0	0	0	0	NA
mepenzolate bromide	Sunitinib	mepenzolate bromide_Sunitinib	0.0866	0.0545	0.4977	0	0	0	0	NA
diloxanide	Sunitinib	diloxanide_Sunitinib	0.0866	0.0376	0.5071	0	NA	0	0	NA
diethylstilbestrol	Famciclovir	diethylstilbestrol_Famciclovir	0.0866	0.0384	NA	0	0	0	NA	NA
molsidomine	Sunitinib	molsidomine_Sunitinib	0.0865	0.0504	0.4996	0	NA	0	0	NA
Dasatinib	protoveratrine A	Dasatinib_protoveratrine A	0.0865	0.0546	0.4971	0	NA	NA	NA	NA
clopamide	Famciclovir	clopamide_Famciclovir	0.0865	0.0375	NA	0	NA	0	NA	NA
Dasatinib	mepenzolate bromide	Dasatinib_mepenzolate bromide	0.0864	0.0539	0.4977	0	0	0	0	NA
dicloxacillin	Famciclovir	dicloxacillin_Famciclovir	0.0864	0.0375	NA	0	0	0	0	0.2
Famciclovir	labetalol	Famciclovir_labetalol	0.0864	0.0326	NA	0	0	0	0	NA
lymecycline	Sunitinib	lymecycline_Sunitinib	0.0863	0.037	0.5071	0	NA	0	0	NA
Dasatinib	tioguanine	Dasatinib_tioguanine	0.0863	0.0562	0.5032	0	NA	0	0	0.4
chenodeoxycholic acid	Dasatinib	chenodeoxycholic acid_Dasatinib	0.0863	0.059	0.4939	0	NA	0	0	NA
Famciclovir	kanamycin	Famciclovir_kanamycin	0.0863	0.0432	NA	0	0	0	0	0.4
dydrogesterone	Famciclovir	dydrogesterone_Famciclovir	0.0863	0.0324	NA	0	0	0	0	NA
Dasatinib	propylthiouracil	Dasatinib_propylthiouracil	0.0863	0.0523	0.498	0	NA	0	0	NA
Dasatinib	flucloxacillin	Dasatinib_flucloxacillin	0.0862	0.0632	0.4912	0	0	0	0	NA
benzylpenicillin	Sunitinib	benzylpenicillin_Sunitinib	0.0862	0.042	0.5045	0	0	0	0	NA
altretamine	Erlotinib	altretamine_Erlotinib	0.0862	0.0138	0.4913	0	NA	0	0	0.6
N-acetylmuramic acid	Sunitinib	N-acetylmuramic acid_Sunitinib	0.0861	0.0559	0.4956	0	NA	NA	NA	NA
5286656	Sunitinib	5286656_Sunitinib	0.0861	0.043	0.497	NA	NA	NA	NA	NA
5286656	Dasatinib	5286656_Dasatinib	0.0861	0.0562	0.4856	NA	NA	NA	NA	NA
digoxin	Famciclovir	digoxin_Famciclovir	0.0861	0.0319	NA	0	0	0	0	NA
benperidol	Dasatinib	benperidol_Dasatinib	0.0861	0.0532	0.4975	0	0	0	0	NA
Famciclovir	pararosaniline	Famciclovir_pararosaniline	0.086	0.0327	NA	0	NA	NA	NA	NA
eucatropine	Sunitinib	eucatropine_Sunitinib	0.086	0.0475	0.501	0	0	0	0	NA
Dasatinib	metrizamide	Dasatinib_metrizamide	0.086	0.0607	0.4922	0	NA	0	0	NA
Erlotinib	etanidazole	Erlotinib_etanidazole	0.086	0.0573	0.4944	0	NA	0	0	NA
Dasatinib	isocarboxazid	Dasatinib_isocarboxazid	0.086	0.0482	0.5004	0	0	0	0	NA
alprenolol	Famciclovir	alprenolol_Famciclovir	0.086	0.0317	NA	0	0	0	0	NA
Erlotinib	ethaverine	Erlotinib_ethaverine	0.0859	0.0204	0.5156	0	NA	0	0	NA
Dasatinib	lomefloxacin	Dasatinib_lomefloxacin	0.0859	0.055	0.4958	0	NA	0	0	NA
aminophylline	Famciclovir	aminophylline_Famciclovir	0.0859	0.0309	NA	0	NA	0	0	NA
Erlotinib	troleandomycin	Erlotinib_troleandomycin	0.0859	0.0476	0.5007	0	0	0	0	NA
Erlotinib	iloprost	Erlotinib_iloprost	0.0859	0.0624	0.491	0	0	0	0	NA
Dasatinib	oxprenolol	Dasatinib_oxprenolol	0.0859	0.0655	0.4883	0	NA	0	0	NA
dapsone	Famciclovir	dapsone_Famciclovir	0.0858	0.0357	NA	0	NA	0	0	0.2
roxarsone	Sunitinib	roxarsone_Sunitinib	0.0858	0.053	0.4969	0	NA	0	0	NA
Famciclovir	novobiocin	Famciclovir_novobiocin	0.0858	0.0361	NA	0	NA	0	NA	NA
phenyl biguanide	Sunitinib	phenyl biguanide_Sunitinib	0.0858	0.0454	0.5021	0	NA	NA	NA	NA
Dasatinib	metampicillin	Dasatinib_metampicillin	0.0858	0.0545	0.4958	0	NA	0	0	NA
Dasatinib	isoflupredone	Dasatinib_isoflupredone	0.0858	0.0532	0.4966	0	NA	0	0	NA
chlortalidone	Famciclovir	chlortalidone_Famciclovir	0.0857	0.0367	NA	0	0	0	NA	NA
Famciclovir	neomycin	Famciclovir_neomycin	0.0857	0.0419	NA	0	0	0	0	0.3
labetalol	Sunitinib	labetalol_Sunitinib	0.0857	0.0257	0.5129	0	0	0	0	NA
Famciclovir	propofol	Famciclovir_propofol	0.0857	0.0312	NA	0	0	0	0	NA
15(S)-15-methylprostaglandin E2	Dasatinib	15(S)-15-methylprostaglandin E2_Dasatinib	0.0856	0.0418	0.497	NA	NA	NA	NA	NA
Dasatinib	pregnenolone	Dasatinib_pregnenolone	0.0856	0.0655	0.4878	0	NA	0	0	NA
Sunitinib	tetramisole	Sunitinib_tetramisole	0.0856	0.0552	0.4951	0	NA	0	0	NA
Famciclovir	mebhydrolin	Famciclovir_mebhydrolin	0.0856	0.0357	NA	0	NA	0	NA	NA
chloropyrazine	Dasatinib	chloropyrazine_Dasatinib	0.0856	0.0606	0.4912	0	NA	NA	NA	NA
Erlotinib	tetroquinone	Erlotinib_tetroquinone	0.0856	0.0239	0.5076	NA	NA	0	0	NA
Sunitinib	suramin sodium	Sunitinib_suramin sodium	0.0856	0.0534	0.4961	0	NA	0	0	NA
Famciclovir	phenanthridinone	Famciclovir_phenanthridinone	0.0856	0.0317	NA	0	NA	NA	NA	NA
dacarbazine	Dasatinib	dacarbazine_Dasatinib	0.0856	0.0624	0.4988	0	0	0	0	0.4
cloperastine	Famciclovir	cloperastine_Famciclovir	0.0855	0.0356	NA	0	NA	0	NA	NA
canrenoic acid	Dasatinib	canrenoic acid_Dasatinib	0.0855	0.0563	0.4945	0	0	0	0	NA
Dasatinib	ebselen	Dasatinib_ebselen	0.0855	0.0339	0.5086	0	NA	NA	NA	NA
equilin	Sunitinib	equilin_Sunitinib	0.0855	0.0402	0.5041	0	NA	0	0	NA
capsaicin	Sunitinib	capsaicin_Sunitinib	0.0855	0.0489	0.4989	0	NA	0	0	NA
benzthiazide	Dasatinib	benzthiazide_Dasatinib	0.0854	0.0568	0.4939	0	0	0	0	NA
Dasatinib	metyrapone	Dasatinib_metyrapone	0.0854	0.0144	0.5181	0	NA	0	0	NA
Dasatinib	Prestwick-972	Dasatinib_Prestwick-972	0.0853	0.038	0.4992	NA	NA	NA	NA	NA
Famciclovir	L-methionine sulfoximine	Famciclovir_L-methionine sulfoximine	0.0853	0.0312	NA	0	NA	NA	NA	NA
Dasatinib	pentetrazol	Dasatinib_pentetrazol	0.0853	0.0475	0.4998	0	0	0	0	NA
Famciclovir	streptomycin	Famciclovir_streptomycin	0.0853	0.0354	NA	0	0	0	0	0.2
pyridoxine	Sunitinib	pyridoxine_Sunitinib	0.0853	0.0489	0.4986	0	NA	0	0	NA
Dasatinib	pargyline	Dasatinib_pargyline	0.0853	0.0385	0.5053	0	0	0	0	NA
Famciclovir	metformin	Famciclovir_metformin	0.0853	0.0301	NA	0	0	0	0	NA
Erlotinib	hydrocotarnine	Erlotinib_hydrocotarnine	0.0853	0.0607	0.4904	0	NA	NA	NA	NA
Dasatinib	isometheptene	Dasatinib_isometheptene	0.0852	0.0561	0.4937	0	NA	0	0	NA
benzydamine	Dasatinib	benzydamine_Dasatinib	0.0852	0.0428	0.5022	0	NA	0	0	NA
nystatin	Sunitinib	nystatin_Sunitinib	0.0852	0.038	0.5054	0	0	0	0	NA
Dasatinib	ronidazole	Dasatinib_ronidazole	0.0851	0.0527	0.4958	0	NA	0	0	NA
Prestwick-860	Sunitinib	Prestwick-860_Sunitinib	0.0851	0.0383	0.4987	NA	NA	NA	NA	NA
3-hydroxy-DL-kynurenine	Dasatinib	3-hydroxy-DL-kynurenine_Dasatinib	0.0851	0.0537	0.4954	0	NA	NA	NA	NA
ethaverine	Famciclovir	ethaverine_Famciclovir	0.0851	0.0347	NA	0	NA	0	NA	NA
Erlotinib	merbromin	Erlotinib_merbromin	0.0851	0.0637	0.4879	0	NA	0	0	NA
Dasatinib	meropenem	Dasatinib_meropenem	0.0851	0.0467	0.4997	0	NA	0	0	NA
pancuronium bromide	Sunitinib	pancuronium bromide_Sunitinib	0.0851	0.0615	0.49	0	0	0	0	NA
Erlotinib	viomycin	Erlotinib_viomycin	0.0851	0.0546	0.4944	0	NA	0	0	NA
Famciclovir	spaglumic acid	Famciclovir_spaglumic acid	0.0851	0.0401	NA	0	NA	0	NA	0.4
Erlotinib	trichlormethiazide	Erlotinib_trichlormethiazide	0.085	0.0438	0.5017	0	0	0	0	NA
arachidonic acid	Famciclovir	arachidonic acid_Famciclovir	0.085	0.0305	NA	0	NA	NA	NA	NA
Dasatinib	desoxycortone	Dasatinib_desoxycortone	0.085	0.0351	0.5068	0	0	0	0	NA
Erlotinib	iodixanol	Erlotinib_iodixanol	0.085	0.0661	0.4856	0	NA	0	0	NA
Erlotinib	nipecotic acid	Erlotinib_nipecotic acid	0.0849	0.0463	0.5001	0	NA	NA	NA	NA
amphotericin B	Dasatinib	amphotericin B_Dasatinib	0.0849	0.0438	0.5014	0	0	0	0	NA
Erlotinib	iocetamic acid	Erlotinib_iocetamic acid	0.0849	0.0598	0.4903	0	NA	0	0	NA
